prb_id,probe_src,dst_addr,hop,hop_from,hop_to,rtt
433402,160.135.152.99,20.157.222.42,5,193.90.113.16,192.168.3.1,9.733
433402,160.135.152.99,20.157.222.42,6,192.168.3.1,49.231.119.167,34.677
433402,160.135.152.99,20.157.222.42,7,49.231.119.167,194.149.162.250,51.89
433402,160.135.152.99,20.157.222.42,8,194.149.162.250,20.157.222.42,28.71
1716725,13.227.108.138,1.1.1.1,1,13.227.108.138,49.231.119.167,38.953
1716725,13.227.108.138,1.1.1.1,2,49.231.119.167,194.149.162.250,16.674
1716725,13.227.108.138,1.1.1.1,3,194.149.162.250,1.1.1.1,115.002
639371,33.149.155.236,8.8.8.8,1,33.149.155.236,62.115.43.72,14.558
639371,33.149.155.236,8.8.8.8,2,62.115.43.72,49.228.5.78,32.164
639371,33.149.155.236,8.8.8.8,3,49.228.5.78,194.149.162.250,17.302
639371,33.149.155.236,8.8.8.8,4,194.149.162.250,10.181.224.1,49.023
639371,33.149.155.236,8.8.8.8,5,10.181.224.1,62.115.43.72,54.495
639371,33.149.155.236,8.8.8.8,6,62.115.43.72,193.90.113.18,41.853
639371,33.149.155.236,8.8.8.8,7,193.90.113.18,194.149.162.250,51.182
639371,33.149.155.236,8.8.8.8,8,194.149.162.250,8.8.8.8,132.877
378239,152.138.77.2,192.203.230.10,1,152.138.77.2,10.189.221.3,16.13
378239,152.138.77.2,192.203.230.10,2,10.189.221.3,10.100.99.1,30.735
378239,152.138.77.2,192.203.230.10,3,10.100.99.1,10.222.98.87,12.442
378239,152.138.77.2,192.203.230.10,4,10.222.98.87,10.17.3.102,17.981
378239,152.138.77.2,192.203.230.10,5,10.17.3.102,192.168.1.1,45.246
378239,152.138.77.2,192.203.230.10,6,192.168.1.1,49.228.5.64,40.661
378239,152.138.77.2,192.203.230.10,7,49.228.5.64,10.4.192.78,53.371
378239,152.138.77.2,192.203.230.10,8,10.4.192.78,193.90.113.16,43.306
378239,152.138.77.2,192.203.230.10,9,193.90.113.16,192.203.230.10,105.933
272569,42.158.97.193,20.157.222.42,1,42.158.97.193,10.135.242.3,18.813
272569,42.158.97.193,20.157.222.42,2,10.135.242.3,62.115.43.72,29.85
272569,42.158.97.193,20.157.222.42,3,62.115.43.72,10.238.75.250,47.12
272569,42.158.97.193,20.157.222.42,4,10.238.75.250,10.10.124.26,16.758
272569,42.158.97.193,20.157.222.42,5,10.10.124.26,10.27.24.241,50.772
272569,42.158.97.193,20.157.222.42,6,10.27.24.241,62.115.112.84,20.614
272569,42.158.97.193,20.157.222.42,7,62.115.112.84,20.157.222.42,33.862
1868935,176.60.15.24,1.1.1.1,1,176.60.15.24,212.27.35.12,1.917
1868935,176.60.15.24,1.1.1.1,2,212.27.35.12,49.228.5.78,13.758
1868935,176.60.15.24,1.1.1.1,3,49.228.5.78,194.149.162.248,38.077
1868935,176.60.15.24,1.1.1.1,4,194.149.162.248,1.1.1.1,52.699
364178,99.73.18.111,142.250.191.46,1,99.73.18.111,10.174.181.181,40.72
364178,99.73.18.111,142.250.191.46,2,10.174.181.181,*,
364178,99.73.18.111,142.250.191.46,3,193.90.113.18,49.231.119.167,54.21
364178,99.73.18.111,142.250.191.46,4,49.231.119.167,10.255.90.62,39.658
364178,99.73.18.111,142.250.191.46,5,10.255.90.62,62.115.112.84,29.096
364178,99.73.18.111,142.250.191.46,6,62.115.112.84,62.115.43.72,55.307
364178,99.73.18.111,142.250.191.46,7,62.115.43.72,62.115.43.72,43.8
364178,99.73.18.111,142.250.191.46,8,62.115.43.72,192.168.2.1,40.838
364178,99.73.18.111,142.250.191.46,9,192.168.2.1,10.112.85.144,16.353
364178,99.73.18.111,142.250.191.46,10,10.112.85.144,49.231.119.167,36.047
364178,99.73.18.111,142.250.191.46,11,49.231.119.167,142.250.191.46,23.963
1586825,153.56.101.181,20.157.222.42,1,153.56.101.181,192.168.2.1,37.74
1586825,153.56.101.181,20.157.222.42,2,192.168.2.1,193.90.113.18,45.76
1586825,153.56.101.181,20.157.222.42,3,193.90.113.18,10.8.191.199,46.959
1586825,153.56.101.181,20.157.222.42,4,10.8.191.199,10.236.230.180,45.374
1586825,153.56.101.181,20.157.222.42,5,10.236.230.180,194.149.162.250,42.609
1586825,153.56.101.181,20.157.222.42,6,194.149.162.250,194.149.162.248,53.814
1586825,153.56.101.181,20.157.222.42,7,194.149.162.248,10.241.66.43,32.416
1586825,153.56.101.181,20.157.222.42,8,10.241.66.43,*,
1586825,153.56.101.181,20.157.222.42,9,194.149.162.250,10.222.129.67,43.776
1586825,153.56.101.181,20.157.222.42,10,10.222.129.67,10.100.99.1,28.699
1586825,153.56.101.181,20.157.222.42,11,10.100.99.1,192.168.3.1,66.131
1586825,153.56.101.181,20.157.222.42,12,192.168.3.1,20.157.222.42,44.96
249727,173.47.178.212,192.203.230.10,1,173.47.178.212,*,
249727,173.47.178.212,192.203.230.10,2,49.231.119.167,10.50.24.201,17.538
249727,173.47.178.212,192.203.230.10,3,10.50.24.201,192.203.230.10,125.485
1979039,97.94.67.135,8.8.8.8,1,97.94.67.135,10.104.59.242,43.147
1979039,97.94.67.135,8.8.8.8,2,10.104.59.242,193.90.113.16,13.53
1979039,97.94.67.135,8.8.8.8,3,193.90.113.16,*,
1979039,97.94.67.135,8.8.8.8,4,192.168.3.1,193.90.113.16,43.32
1979039,97.94.67.135,8.8.8.8,5,193.90.113.16,8.8.8.8,80.088
762723,148.127.247.136,1.1.1.1,1,148.127.247.136,49.231.119.167,47.72
762723,148.127.247.136,1.1.1.1,2,49.231.119.167,10.42.20.91,46.749
762723,148.127.247.136,1.1.1.1,3,10.42.20.91,10.248.135.167,13.499
762723,148.127.247.136,1.1.1.1,4,10.248.135.167,49.228.5.78,47.012
762723,148.127.247.136,1.1.1.1,5,49.228.5.78,10.255.77.202,33.569
762723,148.127.247.136,1.1.1.1,6,10.255.77.202,193.75.2.49,30.602
762723,148.127.247.136,1.1.1.1,7,193.75.2.49,195.0.240.164,34.567
762723,148.127.247.136,1.1.1.1,8,195.0.240.164,*,
762723,148.127.247.136,1.1.1.1,9,49.231.119.167,49.228.5.64,38.622
762723,148.127.247.136,1.1.1.1,10,49.228.5.64,10.169.206.6,39.741
762723,148.127.247.136,1.1.1.1,11,10.169.206.6,*,
762723,148.127.247.136,1.1.1.1,12,193.90.113.18,192.168.2.1,44.799
762723,148.127.247.136,1.1.1.1,13,192.168.2.1,62.115.43.72,47.471
762723,148.127.247.136,1.1.1.1,14,62.115.43.72,1.1.1.1,119.298
1409484,183.137.52.204,192.203.230.10,1,183.137.52.204,49.228.5.64,6.713
1409484,183.137.52.204,192.203.230.10,2,49.228.5.64,10.121.52.100,13.022
1409484,183.137.52.204,192.203.230.10,3,10.121.52.100,10.100.99.1,4.733
1409484,183.137.52.204,192.203.230.10,4,10.100.99.1,192.203.230.10,79.686
1626301,178.42.37.159,192.203.230.10,1,178.42.37.159,193.75.2.49,46.505
1626301,178.42.37.159,192.203.230.10,2,193.75.2.49,10.185.82.247,27.429
1626301,178.42.37.159,192.203.230.10,3,10.185.82.247,10.216.91.36,46.287
1626301,178.42.37.159,192.203.230.10,4,10.216.91.36,49.228.5.78,37.314
1626301,178.42.37.159,192.203.230.10,5,49.228.5.78,192.168.2.1,42.708
1626301,178.42.37.159,192.203.230.10,6,192.168.2.1,192.168.3.1,12.252
1626301,178.42.37.159,192.203.230.10,7,192.168.3.1,62.115.43.72,23.419
1626301,178.42.37.159,192.203.230.10,8,62.115.43.72,192.168.1.1,15.316
1626301,178.42.37.159,192.203.230.10,9,192.168.1.1,10.21.12.55,54.167
1626301,178.42.37.159,192.203.230.10,10,10.21.12.55,194.149.162.250,20.611
1626301,178.42.37.159,192.203.230.10,11,194.149.162.250,192.203.230.10,10.81
1819292,8.3.76.36,20.157.222.42,1,8.3.76.36,10.181.224.1,49.847
1819292,8.3.76.36,20.157.222.42,2,10.181.224.1,10.42.56.198,42.963
1819292,8.3.76.36,20.157.222.42,3,10.42.56.198,193.90.113.18,7.005
1819292,8.3.76.36,20.157.222.42,4,193.90.113.18,192.168.1.1,26.27
1819292,8.3.76.36,20.157.222.42,5,192.168.1.1,193.90.113.16,13.772
1819292,8.3.76.36,20.157.222.42,6,193.90.113.16,10.181.224.1,17.558
1819292,8.3.76.36,20.157.222.42,7,10.181.224.1,10.100.99.1,15.697
1819292,8.3.76.36,20.157.222.42,8,10.100.99.1,193.90.113.16,56.673
1819292,8.3.76.36,20.157.222.42,9,193.90.113.16,20.157.222.42,23.683
873658,181.251.248.1,192.203.230.10,1,181.251.248.1,193.90.113.16,18.037
873658,181.251.248.1,192.203.230.10,2,193.90.113.16,10.168.145.138,38.108
873658,181.251.248.1,192.203.230.10,3,10.168.145.138,192.203.230.10,116.414
1716617,195.92.105.37,20.157.222.42,1,195.92.105.37,10.103.118.131,19.111
1716617,195.92.105.37,20.157.222.42,2,10.103.118.131,49.228.5.64,15.605
1716617,195.92.105.37,20.157.222.42,3,49.228.5.64,194.149.162.250,43.621
1716617,195.92.105.37,20.157.222.42,4,194.149.162.250,194.149.162.250,29.023
1716617,195.92.105.37,20.157.222.42,5,194.149.162.250,193.90.113.16,15.878
1716617,195.92.105.37,20.157.222.42,6,193.90.113.16,20.157.222.42,100.279
776880,174.11.16.3,20.157.222.42,1,174.11.16.3,62.115.112.84,12.952
776880,174.11.16.3,20.157.222.42,2,62.115.112.84,193.90.113.16,34.235
776880,174.11.16.3,20.157.222.42,3,193.90.113.16,192.168.2.1,38.991
776880,174.11.16.3,20.157.222.42,4,192.168.2.1,*,
776880,174.11.16.3,20.157.222.42,5,62.115.43.72,194.149.162.250,19.118
776880,174.11.16.3,20.157.222.42,6,194.149.162.250,62.115.43.72,48.127
776880,174.11.16.3,20.157.222.42,7,62.115.43.72,194.149.162.248,21.843
776880,174.11.16.3,20.157.222.42,8,194.149.162.248,194.149.162.248,12.385
776880,174.11.16.3,20.157.222.42,9,194.149.162.248,194.149.162.250,24.117
776880,174.11.16.3,20.157.222.42,10,194.149.162.250,20.157.222.42,134.119
1612753,24.216.139.79,192.203.230.10,1,24.216.139.79,192.168.2.1,48.057
1612753,24.216.139.79,192.203.230.10,2,192.168.2.1,195.0.240.164,41.221
1612753,24.216.139.79,192.203.230.10,3,195.0.240.164,192.168.3.1,6.325
1612753,24.216.139.79,192.203.230.10,4,192.168.3.1,49.231.119.167,32.457
1612753,24.216.139.79,192.203.230.10,5,49.231.119.167,192.168.3.1,17.306
1612753,24.216.139.79,192.203.230.10,6,192.168.3.1,10.79.14.237,37.757
1612753,24.216.139.79,192.203.230.10,7,10.79.14.237,10.181.224.1,38.05
1612753,24.216.139.79,192.203.230.10,8,10.181.224.1,10.181.224.1,17.527
1612753,24.216.139.79,192.203.230.10,9,10.181.224.1,49.231.119.167,46.515
1612753,24.216.139.79,192.203.230.10,10,49.231.119.167,193.90.113.16,19.447
1612753,24.216.139.79,192.203.230.10,11,193.90.113.16,194.149.162.250,57.69
1612753,24.216.139.79,192.203.230.10,12,194.149.162.250,193.90.113.16,37.788
1612753,24.216.139.79,192.203.230.10,13,193.90.113.16,195.0.240.164,51.862
1612753,24.216.139.79,192.203.230.10,14,195.0.240.164,192.203.230.10,122.687
1498366,183.244.108.115,192.203.230.10,1,183.244.108.115,192.168.2.1,6.713
1498366,183.244.108.115,192.203.230.10,2,192.168.2.1,10.134.144.101,27.608
1498366,183.244.108.115,192.203.230.10,3,10.134.144.101,10.58.231.132,5.386
1498366,183.244.108.115,192.203.230.10,4,10.58.231.132,62.115.112.84,24.176
1498366,183.244.108.115,192.203.230.10,5,62.115.112.84,49.228.5.78,46.986
1498366,183.244.108.115,192.203.230.10,6,49.228.5.78,62.115.112.84,21.982
1498366,183.244.108.115,192.203.230.10,7,62.115.112.84,10.5.74.69,55.689
1498366,183.244.108.115,192.203.230.10,8,10.5.74.69,49.228.5.78,25.287
1498366,183.244.108.115,192.203.230.10,9,49.228.5.78,193.75.2.49,18.294
1498366,183.244.108.115,192.203.230.10,10,193.75.2.49,192.203.230.10,138.843
1807777,161.22.102.151,20.157.222.42,1,161.22.102.151,10.28.79.253,14.205
1807777,161.22.102.151,20.157.222.42,2,10.28.79.253,*,
1807777,161.22.102.151,20.157.222.42,3,49.231.119.167,192.168.2.1,12.457
1807777,161.22.102.151,20.157.222.42,4,192.168.2.1,10.214.29.106,9.558
1807777,161.22.102.151,20.157.222.42,5,10.214.29.106,10.181.224.1,35.382
1807777,161.22.102.151,20.157.222.42,6,10.181.224.1,192.168.1.1,55.975
1807777,161.22.102.151,20.157.222.42,7,192.168.1.1,*,
1807777,161.22.102.151,20.157.222.42,8,195.0.240.164,10.73.17.36,52.359
1807777,161.22.102.151,20.157.222.42,9,10.73.17.36,193.90.113.16,17.266
1807777,161.22.102.151,20.157.222.42,10,193.90.113.16,*,
1807777,161.22.102.151,20.157.222.42,11,49.228.5.78,193.75.2.49,48.536
1807777,161.22.102.151,20.157.222.42,12,193.75.2.49,10.175.117.112,47.316
1807777,161.22.102.151,20.157.222.42,13,10.175.117.112,62.115.43.72,57.158
1807777,161.22.102.151,20.157.222.42,14,62.115.43.72,194.149.162.250,53.825
1807777,161.22.102.151,20.157.222.42,15,194.149.162.250,20.157.222.42,119.971
214646,211.252.60.167,8.8.8.8,1,211.252.60.167,62.115.43.72,51.421
214646,211.252.60.167,8.8.8.8,2,62.115.43.72,49.228.5.78,33.38
214646,211.252.60.167,8.8.8.8,3,49.228.5.78,192.168.2.1,45.832
214646,211.252.60.167,8.8.8.8,4,192.168.2.1,49.231.119.167,7.449
214646,211.252.60.167,8.8.8.8,5,49.231.119.167,10.100.99.1,43.573
214646,211.252.60.167,8.8.8.8,6,10.100.99.1,*,
214646,211.252.60.167,8.8.8.8,7,49.228.5.64,49.228.5.64,28.293
214646,211.252.60.167,8.8.8.8,8,49.228.5.64,*,
214646,211.252.60.167,8.8.8.8,9,49.228.5.64,194.149.162.250,51.855
214646,211.252.60.167,8.8.8.8,10,194.149.162.250,195.0.240.164,48.532
214646,211.252.60.167,8.8.8.8,11,195.0.240.164,10.190.155.84,31.7
214646,211.252.60.167,8.8.8.8,12,10.190.155.84,192.168.1.1,50.874
214646,211.252.60.167,8.8.8.8,13,192.168.1.1,192.168.2.1,39.901
214646,211.252.60.167,8.8.8.8,14,192.168.2.1,8.8.8.8,40.297
1185299,11.193.194.253,20.157.222.42,1,11.193.194.253,49.228.5.78,11.128
1185299,11.193.194.253,20.157.222.42,2,49.228.5.78,192.168.1.1,46.289
1185299,11.193.194.253,20.157.222.42,3,192.168.1.1,10.114.252.228,15.168
1185299,11.193.194.253,20.157.222.42,4,10.114.252.228,193.90.113.16,50.449
1185299,11.193.194.253,20.157.222.42,5,193.90.113.16,20.157.222.42,29.521
1000255,118.215.15.253,20.157.222.42,1,118.215.15.253,194.149.162.250,22.664
1000255,118.215.15.253,20.157.222.42,2,194.149.162.250,10.14.253.76,36.293
1000255,118.215.15.253,20.157.222.42,3,10.14.253.76,20.157.222.42,88.72
944692,102.147.56.53,20.157.222.42,1,102.147.56.53,49.228.5.78,24.35
944692,102.147.56.53,20.157.222.42,2,49.228.5.78,10.33.211.36,50.593
944692,102.147.56.53,20.157.222.42,3,10.33.211.36,193.90.113.16,11.131
944692,102.147.56.53,20.157.222.42,4,193.90.113.16,49.231.119.167,37.549
944692,102.147.56.53,20.157.222.42,5,49.231.119.167,10.90.209.15,34.858
944692,102.147.56.53,20.157.222.42,6,10.90.209.15,49.231.119.167,52.018
944692,102.147.56.53,20.157.222.42,7,49.231.119.167,194.149.162.250,28.549
944692,102.147.56.53,20.157.222.42,8,194.149.162.250,194.149.162.250,45.872
944692,102.147.56.53,20.157.222.42,9,194.149.162.250,192.168.3.1,16.157
944692,102.147.56.53,20.157.222.42,10,192.168.3.1,49.231.119.167,40.986
944692,102.147.56.53,20.157.222.42,11,49.231.119.167,20.157.222.42,101.45
1515347,110.67.208.9,20.157.222.42,1,110.67.208.9,192.168.3.1,14.305
1515347,110.67.208.9,20.157.222.42,2,192.168.3.1,*,
1515347,110.67.208.9,20.157.222.42,3,10.100.99.1,49.231.119.167,7.435
1515347,110.67.208.9,20.157.222.42,4,49.231.119.167,193.75.2.49,27.021
1515347,110.67.208.9,20.157.222.42,5,193.75.2.49,192.168.2.1,9.851
1515347,110.67.208.9,20.157.222.42,6,192.168.2.1,193.90.113.18,51.112
1515347,110.67.208.9,20.157.222.42,7,193.90.113.18,10.131.141.151,15.395
1515347,110.67.208.9,20.157.222.42,8,10.131.141.151,*,
1515347,110.67.208.9,20.157.222.42,9,49.228.5.64,10.57.67.2,34.693
1515347,110.67.208.9,20.157.222.42,10,10.57.67.2,49.228.5.64,53.649
1515347,110.67.208.9,20.157.222.42,11,49.228.5.64,20.157.222.42,128.114
1280378,119.147.110.185,192.203.230.10,1,119.147.110.185,49.228.5.64,2.019
1280378,119.147.110.185,192.203.230.10,2,49.228.5.64,10.87.242.8,40.238
1280378,119.147.110.185,192.203.230.10,3,10.87.242.8,193.75.2.49,43.691
1280378,119.147.110.185,192.203.230.10,4,193.75.2.49,10.100.99.1,25.745
1280378,119.147.110.185,192.203.230.10,5,10.100.99.1,192.203.230.10,49.248
1384194,50.70.154.173,142.250.191.46,1,50.70.154.173,10.76.209.112,13.853
1384194,50.70.154.173,142.250.191.46,2,10.76.209.112,193.90.113.18,16.9
1384194,50.70.154.173,142.250.191.46,3,193.90.113.18,195.0.240.164,34.96
1384194,50.70.154.173,142.250.191.46,4,195.0.240.164,142.250.191.46,121.156
1655716,183.90.199.129,192.203.230.10,1,183.90.199.129,49.231.119.167,24.211
1655716,183.90.199.129,192.203.230.10,2,49.231.119.167,*,
1655716,183.90.199.129,192.203.230.10,3,49.231.119.167,49.228.5.64,33.753
1655716,183.90.199.129,192.203.230.10,4,49.228.5.64,194.149.162.250,26.094
1655716,183.90.199.129,192.203.230.10,5,194.149.162.250,62.115.112.84,21.558
1655716,183.90.199.129,192.203.230.10,6,62.115.112.84,192.168.3.1,52.183
1655716,183.90.199.129,192.203.230.10,7,192.168.3.1,193.90.113.18,30.939
1655716,183.90.199.129,192.203.230.10,8,193.90.113.18,*,
1655716,183.90.199.129,192.203.230.10,9,212.27.35.12,192.203.230.10,57.068
1134735,18.91.175.246,192.203.230.10,1,18.91.175.246,10.201.226.109,48.597
1134735,18.91.175.246,192.203.230.10,2,10.201.226.109,*,
1134735,18.91.175.246,192.203.230.10,3,62.115.112.84,10.78.86.29,29.428
1134735,18.91.175.246,192.203.230.10,4,10.78.86.29,194.149.162.250,49.405
1134735,18.91.175.246,192.203.230.10,5,194.149.162.250,62.115.43.72,52.308
1134735,18.91.175.246,192.203.230.10,6,62.115.43.72,10.3.140.43,32.396
1134735,18.91.175.246,192.203.230.10,7,10.3.140.43,10.107.214.70,38.648
1134735,18.91.175.246,192.203.230.10,8,10.107.214.70,192.168.1.1,61.471
1134735,18.91.175.246,192.203.230.10,9,192.168.1.1,*,
1134735,18.91.175.246,192.203.230.10,10,193.90.113.16,10.181.224.1,39.832
1134735,18.91.175.246,192.203.230.10,11,10.181.224.1,10.234.182.78,31.691
1134735,18.91.175.246,192.203.230.10,12,10.234.182.78,*,
1134735,18.91.175.246,192.203.230.10,13,62.115.112.84,194.149.162.248,29.19
1134735,18.91.175.246,192.203.230.10,14,194.149.162.248,10.177.109.75,70.4
1134735,18.91.175.246,192.203.230.10,15,10.177.109.75,192.203.230.10,107.519
736127,15.84.60.213,20.157.222.42,1,15.84.60.213,10.157.58.23,15.212
736127,15.84.60.213,20.157.222.42,2,10.157.58.23,10.197.98.149,40.544
736127,15.84.60.213,20.157.222.42,3,10.197.98.149,10.181.224.1,27.363
736127,15.84.60.213,20.157.222.42,4,10.181.224.1,193.90.113.16,38.38
736127,15.84.60.213,20.157.222.42,5,193.90.113.16,*,
736127,15.84.60.213,20.157.222.42,6,192.168.2.1,49.228.5.78,29.814
736127,15.84.60.213,20.157.222.42,7,49.228.5.78,192.168.2.1,24.223
736127,15.84.60.213,20.157.222.42,8,192.168.2.1,193.90.113.18,56.608
736127,15.84.60.213,20.157.222.42,9,193.90.113.18,10.215.138.193,56.746
736127,15.84.60.213,20.157.222.42,10,10.215.138.193,20.157.222.42,47.505
1413818,222.55.10.14,20.157.222.42,1,222.55.10.14,193.90.113.18,34.152
1413818,222.55.10.14,20.157.222.42,2,193.90.113.18,62.115.43.72,44.358
1413818,222.55.10.14,20.157.222.42,3,62.115.43.72,194.149.162.248,45.586
1413818,222.55.10.14,20.157.222.42,4,194.149.162.248,194.149.162.250,22.254
1413818,222.55.10.14,20.157.222.42,5,194.149.162.250,193.75.2.49,39.382
1413818,222.55.10.14,20.157.222.42,6,193.75.2.49,193.90.113.16,23.108
1413818,222.55.10.14,20.157.222.42,7,193.90.113.16,49.228.5.78,59.686
1413818,222.55.10.14,20.157.222.42,8,49.228.5.78,*,
1413818,222.55.10.14,20.157.222.42,9,49.231.119.167,194.149.162.248,27.197
1413818,222.55.10.14,20.157.222.42,10,194.149.162.248,193.90.113.16,40.113
1413818,222.55.10.14,20.157.222.42,11,193.90.113.16,195.0.240.164,52.529
1413818,222.55.10.14,20.157.222.42,12,195.0.240.164,194.149.162.248,44.761
1413818,222.55.10.14,20.157.222.42,13,194.149.162.248,20.157.222.42,51.234
1764959,91.134.245.141,20.157.222.42,1,91.134.245.141,194.149.162.250,14.978
1764959,91.134.245.141,20.157.222.42,2,194.149.162.250,10.100.99.1,6.625
1764959,91.134.245.141,20.157.222.42,3,10.100.99.1,10.3.198.106,34.702
1764959,91.134.245.141,20.157.222.42,4,10.3.198.106,*,
1764959,91.134.245.141,20.157.222.42,5,10.181.224.1,20.157.222.42,85.875
1245469,121.212.78.166,8.8.8.8,1,121.212.78.166,62.115.43.72,30.558
1245469,121.212.78.166,8.8.8.8,2,62.115.43.72,192.168.2.1,9.34
1245469,121.212.78.166,8.8.8.8,3,192.168.2.1,10.124.38.85,22.48
1245469,121.212.78.166,8.8.8.8,4,10.124.38.85,62.115.43.72,36.47
1245469,121.212.78.166,8.8.8.8,5,62.115.43.72,193.75.2.49,14.026
1245469,121.212.78.166,8.8.8.8,6,193.75.2.49,49.228.5.64,31.811
1245469,121.212.78.166,8.8.8.8,7,49.228.5.64,10.181.224.1,27.824
1245469,121.212.78.166,8.8.8.8,8,10.181.224.1,10.13.43.7,28.242
1245469,121.212.78.166,8.8.8.8,9,10.13.43.7,*,
1245469,121.212.78.166,8.8.8.8,10,194.149.162.250,10.28.107.245,58.62
1245469,121.212.78.166,8.8.8.8,11,10.28.107.245,62.115.112.84,58.117
1245469,121.212.78.166,8.8.8.8,12,62.115.112.84,10.124.128.208,51.183
1245469,121.212.78.166,8.8.8.8,13,10.124.128.208,8.8.8.8,103.398
710091,69.92.87.80,1.1.1.1,1,69.92.87.80,*,
710091,69.92.87.80,1.1.1.1,2,192.168.3.1,192.168.2.1,46.071
710091,69.92.87.80,1.1.1.1,3,192.168.2.1,49.228.5.78,9.247
710091,69.92.87.80,1.1.1.1,4,49.228.5.78,10.21.178.56,43.556
710091,69.92.87.80,1.1.1.1,5,10.21.178.56,192.168.2.1,10.347
710091,69.92.87.80,1.1.1.1,6,192.168.2.1,193.90.113.18,58.576
710091,69.92.87.80,1.1.1.1,7,193.90.113.18,10.149.206.130,17.05
710091,69.92.87.80,1.1.1.1,8,10.149.206.130,10.100.99.1,52.689
710091,69.92.87.80,1.1.1.1,9,10.100.99.1,192.168.2.1,17.028
710091,69.92.87.80,1.1.1.1,10,192.168.2.1,194.149.162.250,20.845
710091,69.92.87.80,1.1.1.1,11,194.149.162.250,10.191.160.247,38.013
710091,69.92.87.80,1.1.1.1,12,10.191.160.247,193.90.113.18,60.981
710091,69.92.87.80,1.1.1.1,13,193.90.113.18,195.0.240.164,67.575
710091,69.92.87.80,1.1.1.1,14,195.0.240.164,1.1.1.1,107.705
914509,151.181.117.17,142.250.191.46,1,151.181.117.17,10.233.197.179,37.697
914509,151.181.117.17,142.250.191.46,2,10.233.197.179,10.196.117.53,37.504
914509,151.181.117.17,142.250.191.46,3,10.196.117.53,10.250.237.166,32.445
914509,151.181.117.17,142.250.191.46,4,10.250.237.166,49.231.119.167,15.0
914509,151.181.117.17,142.250.191.46,5,49.231.119.167,10.22.120.92,34.232
914509,151.181.117.17,142.250.191.46,6,10.22.120.92,193.75.2.49,28.334
914509,151.181.117.17,142.250.191.46,7,193.75.2.49,62.115.112.84,49.277
914509,151.181.117.17,142.250.191.46,8,62.115.112.84,49.231.119.167,34.111
914509,151.181.117.17,142.250.191.46,9,49.231.119.167,10.100.99.1,59.644
914509,151.181.117.17,142.250.191.46,10,10.100.99.1,194.149.162.250,15.918
914509,151.181.117.17,142.250.191.46,11,194.149.162.250,49.228.5.78,57.407
914509,151.181.117.17,142.250.191.46,12,49.228.5.78,193.75.2.49,24.144
914509,151.181.117.17,142.250.191.46,13,193.75.2.49,193.75.2.49,68.568
914509,151.181.117.17,142.250.191.46,14,193.75.2.49,10.179.37.35,36.937
914509,151.181.117.17,142.250.191.46,15,10.179.37.35,142.250.191.46,144.567
624111,108.64.49.143,142.250.191.46,1,108.64.49.143,193.75.2.49,21.599
624111,108.64.49.143,142.250.191.46,2,193.75.2.49,10.207.243.20,7.068
624111,108.64.49.143,142.250.191.46,3,10.207.243.20,10.233.229.7,44.252
624111,108.64.49.143,142.250.191.46,4,10.233.229.7,194.149.162.248,45.163
624111,108.64.49.143,142.250.191.46,5,194.149.162.248,142.250.191.46,80.959
1145752,68.98.129.15,1.1.1.1,1,68.98.129.15,10.112.154.42,18.894
1145752,68.98.129.15,1.1.1.1,2,10.112.154.42,10.22.38.167,49.496
1145752,68.98.129.15,1.1.1.1,3,10.22.38.167,10.134.26.198,17.899
1145752,68.98.129.15,1.1.1.1,4,10.134.26.198,10.181.224.1,29.861
1145752,68.98.129.15,1.1.1.1,5,10.181.224.1,*,
1145752,68.98.129.15,1.1.1.1,6,194.149.162.248,10.100.99.1,18.919
1145752,68.98.129.15,1.1.1.1,7,10.100.99.1,62.115.112.84,41.84
1145752,68.98.129.15,1.1.1.1,8,62.115.112.84,10.217.223.80,25.019
1145752,68.98.129.15,1.1.1.1,9,10.217.223.80,1.1.1.1,44.581
548012,222.14.124.217,8.8.8.8,1,222.14.124.217,10.224.51.100,14.373
548012,222.14.124.217,8.8.8.8,2,10.224.51.100,10.87.15.150,12.779
548012,222.14.124.217,8.8.8.8,3,10.87.15.150,*,
548012,222.14.124.217,8.8.8.8,4,193.75.2.49,195.0.240.164,27.421
548012,222.14.124.217,8.8.8.8,5,195.0.240.164,10.156.139.148,54.974
548012,222.14.124.217,8.8.8.8,6,10.156.139.148,193.90.113.18,35.848
548012,222.14.124.217,8.8.8.8,7,193.90.113.18,194.149.162.248,25.526
548012,222.14.124.217,8.8.8.8,8,194.149.162.248,8.8.8.8,27.487
170037,180.247.6.184,20.157.222.42,1,180.247.6.184,*,
170037,180.247.6.184,20.157.222.42,2,10.100.99.1,212.27.35.12,50.768
170037,180.247.6.184,20.157.222.42,3,212.27.35.12,10.146.242.102,49.929
170037,180.247.6.184,20.157.222.42,4,10.146.242.102,10.100.99.1,52.028
170037,180.247.6.184,20.157.222.42,5,10.100.99.1,20.157.222.42,90.033
1939070,126.25.85.237,1.1.1.1,1,126.25.85.237,49.231.119.167,26.817
1939070,126.25.85.237,1.1.1.1,2,49.231.119.167,10.66.227.158,39.938
1939070,126.25.85.237,1.1.1.1,3,10.66.227.158,1.1.1.1,143.503
538731,119.231.58.44,192.203.230.10,1,119.231.58.44,49.228.5.64,37.909
538731,119.231.58.44,192.203.230.10,2,49.228.5.64,194.149.162.248,45.982
538731,119.231.58.44,192.203.230.10,3,194.149.162.248,195.0.240.164,54.236
